Period,USD
2225,116.2
2226,115.6
2227,114.85
2228,115.4
2229,116.15
2230,115.65
2231,117.15
2232,117.65
2233,123.5
2234,122.3
2235,122
2236,122.2
2237,124
2238,124.5
2239,125.6
2240,130
2241,130.25
2242,135.9
2243,135
2244,135
2245,138.2
2246,134.75
2247,131.7
2248,129.1
2249,131.15
2250,132.75
2251,134.15
2252,131.1
2253,131.3
2254,130
2255,128.75
2256,130.1
2257,130.5
2258,131.15
2259,131
2260,133
2261,134.2
2262,134.65
2263,136
2264,137
2265,136
2266,134.1
2267,134.9
2268,133
2269,133.15
2270,131.5
2271,133.75
2272,133.9
2273,132.9
2274,133.05
2275,134.2
2276,134.65
2277,134.55
2278,136.1
2279,134
2280,132.82
2281,133.45
2282,131.45
2283,129.4
2284,130.45
2285,131.65
2286,131.25
2287,131
2288,132.65
2289,132.4
2290,132.75
2291,133
2292,132.3
2293,132.9
2294,132.95
2295,132.2
2296,131.3
2297,132.1
2298,132.85
2299,131.8
2300,132.6
2301,132.4
2302,133.3
2303,135
2304,136.25
2305,136.2
2306,135.15
2307,136.3
2308,135.9
2309,135.95
2310,136.45
2311,136.6
2312,137.25
2313,137.5
2314,138.15
2315,140.5
2316,140.85
2317,142.25
2318,142.1
2319,144.9
2320,145.35
2321,145
2322,147.75
2323,147.7
2324,146.25
2325,147.4
2326,145.75
2327,145.65
2328,146.1
2329,147.5
2330,148.4
2331,150.25
2332,151.4
2333,151.35
2334,152.2
2335,153.25
2336,153.6
2337,151.2
2338,150
2339,148.9
2340,149.8
2341,148.25
2342,149.75
2343,148.85
2344,147.2
2345,148.9
2346,149.5
2347,152.3
2348,152.2
2349,151.4
2350,151
2351,150.7
2352,149.6
2353,148.1
2354,149.6
2355,149.3
2356,147.25
2357,147.5
2358,146.6
2359,146.5
2360,147.5
2361,148.15
2362,147.6
2363,147
2364,147.75
2365,147.8
2366,147.85
2367,147.6
2368,147.1
2369,147.6
2370,147.6
2371,147.75
2372,146.85
2373,146.8
2374,147.05
2375,146.55
2376,144.8
2377,145
2378,144.35
2379,143.9
2380,144
2381,143.2
2382,143.75
2383,142.45
2384,142.6
2385,142.4
2386,141.4
2387,140
2388,139.5
2389,137.6
2390,137.2
2391,139.8
2392,139.2
2393,139.5
2394,141
2395,139.5
2396,140.2
2397,140.9
2398,141.6
2399,142.7
2400,142.3
2401,142.95
2402,143.05
2403,140.55
2404,141.4
2405,141.05
2406,141.25
2407,142.2
2408,141.05
2409,142
2410,142.75
2411,144.2
2412,144.15
2413,143.75
2414,145
2415,144.1
2416,144.2
2417,144.3
2418,145.75
2419,145.55
2420,145.8
2421,144.75
2422,144.5
2423,144.8
2424,145.2
2425,145.85
2426,146.5
2427,146
2428,146.15
2429,146.5
2430,145.85
2431,145.75
2432,145.5
2433,144.3
2434,143.35
2435,144.1
2436,143.75
2437,144.4
2438,144.2
2439,143.75
2440,144
2441,144.4
2442,144.2
2443,145.65
2444,146
2445,145.6
2446,146.2
2447,147.8
2448,147.85
2449,146.85
2450,147.5
2451,147.15
2452,148
2453,147.8
2454,147.75
2455,147.85
2456,147.95
2457,149.2
2458,149.3
2459,150.65
2460,151.5
2461,151.4
2462,152.35
2463,152.75
2464,153
2465,153
2466,153.9
2467,155.1
2468,155.1
2469,155.2
2470,154.25
2471,153.6
2472,156.8
2473,156.5
2474,157.7
2475,157.2
2476,157.4
2477,160.8
2478,160.6
2479,161.55
2480,159.65
2481,160.95
2482,162.7
2483,163.5
2484,163.65
2485,161.55
2486,161.2
2487,160.8
2488,162.55
2489,161.75
2490,163.2
2491,164.7
2492,166.5
2493,164.7
2494,167.2
2495,167
2496,168.15
2497,166.5
2498,162.25
2499,161.75
2500,159.75
2501,160.2
2502,158.5
2503,156.65
2504,158.5
2505,159
2506,157.9
2507,160.5
2508,159.85
2509,159.8
2510,160.1
2511,158.6
2512,158.6
2513,161.25
2514,160.6
2515,160.4
2516,158.8
2517,158
2518,157.35
2519,160.4
2520,159.65
2521,159.25
2522,159.75
2523,159.8
2524,159.9
2525,159.9
2526,162.05
2527,164.1
2528,165.5
2529,165.6
2530,168.6
2531,172.5
2532,166.3
2533,168.9
2534,168.6
2535,173.5
2536,172.9
2537,174.2
2538,172.4
2539,174.45
2540,174.25
2541,172.3
2542,172.85
2543,173.3
2544,174.95
2545,177.1
2546,177
2547,176
2548,176.15
2549,175.9
2550,175.2
2551,176.6
2552,175
2553,175.2
2554,175.5
2555,175.7
2556,175
2557,174
2558,174
2559,176.5
2560,177.5
2561,178.55
2562,179.25
2563,179.6
2564,181.6
2565,181.4
2566,181.35
2567,182.6
2568,183.75
2569,182.1
2570,182
2571,183.8
2572,183.5
2573,183.8
2574,184.1
2575,185.4
2576,188.8
2577,187.95
2578,186.9
2579,185.2
2580,187.65
2581,186.75
2582,185.55
2583,184.5
2584,181.35
2585,177.25
2586,178.55
2587,182.1
2588,183.2
2589,182.7
2590,179.4
2591,180.75
2592,182.75
2593,179.8
2594,178.65
2595,182
2596,179.25
2597,178.7
2598,179.65
2599,180.7
2600,179.4
2601,178.2
2602,175.1
2603,173.3
2604,173.8
2605,169.7
2606,171
2607,169
2608,168
2609,168.1
2610,169.35
2611,170
2612,169.15
2613,170.3
2614,172.85
2615,172.55
2616,171.95
2617,172.15
2618,173.1
2619,174.85
2620,175.1
2621,175
2622,177.1
2623,176.4
2624,176.75
2625,178.65
2626,179.35
2627,180.25
2628,179.6
2629,179.35
2630,178.95
2631,181.7
2632,184.9
2633,183.25
2634,184.5
2635,182.5
2636,181.95
2637,182.35
2638,183.4
2639,181
2640,181.4
2641,181.6
2642,183.65
2643,182.55
2644,184
2645,184.15
2646,186.35
2647,186.1
2648,185.55
2649,185.2
2650,185.1
2651,185.1
2652,185.25
2653,184.6
2654,183.2
2655,183
2656,185
2657,184.4
2658,183.45
2659,183.85
2660,185.5
2661,185.35
2662,185.7
2663,186.7
2664,186
2665,185.05
2666,185.4
2667,185.75
2668,187.4
2669,190.75
2670,195.5
2671,194.05
2672,194.7
2673,194.7
2674,198.8
2675,198.9
2676,207.5
2677,203.25
2678,201.75
2679,201.35
2680,205
2681,206.75
2682,208
2683,205.85
2684,209.85
2685,212.25
2686,215.9
2687,215.7
2688,210.45
2689,212.75
2690,205.15
2691,207.3
2692,198.35
2693,202.7
2694,198.85
2695,199.4
2696,206.6
2697,207.3
2698,208.1
2699,212.5
2700,211.2
2701,211.75
2702,210.85
2703,208.6
2704,205.7
2705,207.15
2706,206.8
2707,211.2
2708,210.65
2709,209.3
2710,211.1
2711,213.5
2712,215.9
2713,214.35
2714,216.65
2715,219.1
2716,217.15
2717,217.45
2718,217.45
2719,217
2720,218.8
2721,223
2722,223.4
2723,223.2
2724,222.45
2725,223.6
2726,226
2727,227.2
2728,225.05
2729,224.3
2730,228
2731,229.25
2732,227
2733,227.45
2734,229
2735,226.3
2736,230.1
2737,233.3
2738,234.15
2739,241.3
2740,243.65
2741,238.65
2742,220.4
2743,219.55
2744,208.25
2745,214.4
2746,221.75
2747,216.6
2748,209.6
2749,209.1
2750,210.6
2751,207
2752,197.1
2753,198.3
2754,199.15
2755,199.1
2756,197.9
2757,201.35
2758,202.75
2759,199.7
2760,197.2
2761,193.65
2762,193.7
2763,194.05
2764,197.7
2765,196.65
2766,195.5
2767,198.1
2768,200.35
2769,205.4
2770,204.05
2771,203
2772,202.8
2773,205.6
2774,212.2
2775,220.35
2776,216.75
2777,213.25
2778,216
2779,220.75
2780,223
2781,224.5
2782,227.15
2783,222.1
2784,222.5
2785,226.7
2786,224.1
2787,224
2788,220.4
2789,221.2
2790,216.6
2791,216.55
2792,219
2793,225
2794,227.8
2795,230.7
2796,234.4
2797,230.8
2798,234.5
2799,235.1
2800,234.35
2801,234.05
2802,233.65
2803,233.05
2804,232.4
2805,229.9
2806,238.8
2807,242.55
2808,249
2809,254
2810,243.9
2811,249.6
2812,244
2813,237.6
2814,245
2815,245.95
2816,249.6
2817,248
2818,249.25
2819,251.15
2820,252.1
2821,250.3
2822,247.8
2823,250.9
2824,249.3
2825,248.7
2826,242.8
2827,239.3
2828,242
2829,238.75
2830,240.5
2831,241.1
2832,239.4
2833,239.9
2834,239.8
2835,243.35
2836,243.85
2837,242
2838,240.25
2839,242.9
2840,242.15
2841,244.3
2842,246.3
2843,243.75
2844,241.6
2845,239.65
2846,240.05
2847,239.9
2848,239.8
2849,240.5
2850,239.85
2851,240
2852,239.6
2853,239.1
2854,233.75
2855,231.75
2856,234.5
2857,241
2858,237.8
2859,236.75
2860,240
2861,241.5
2862,242.25
2863,242.75
2864,243.45
2865,247.7
2866,246.6
2867,245.9
2868,247.65
2869,250.2
2870,247
2871,251.7
2872,251.1
2873,250.65
2874,253.4
2875,256.1
2876,257.55
2877,257.5
2878,261.05
2879,265.15
2880,264.4
2881,263
2882,270
2883,276.1
2884,272.6
2885,277.15
2886,276.7
2887,273.6
2888,275.75
2889,280.75
2890,279.3
2891,277.4
2892,282.4
2893,278.9
2894,276.1
2895,278.8
2896,279.3
2897,279.9
2898,279.25
2899,280.7
2900,280.6
2901,281.95
2902,284.5
2903,281.9
2904,281
2905,281.3
2906,276.45
2907,282.2
2908,281.8
2909,283.3
2910,286.75
2911,290.2
2912,290.25
2913,289.9
2914,290.6
2915,290.75
2916,288.6
2917,291.4
2918,296.5
2919,303.85
2920,300.1
2921,298.5
2922,303.6
2923,306.5
2924,303
2925,307
2926,305.4
2927,304.65
2928,295.35
2929,290.95
2930,292.85
2931,288.5
2932,287
2933,282.5
2934,287.1
2935,292.75
2936,302.8
2937,304.1
2938,293
2939,300.25
2940,296.5
2941,298.7
2942,299.1
2943,298.9
2944,311.5
2945,309.6
2946,314.7
2947,316.2
2948,314.05
2949,318.65
2950,317.75
2951,319.3
2952,323.9
2953,329.25
2954,340.85
2955,331.15
2956,336.4
2957,338.65
2958,336.95
2959,334.35
2960,345.75
2961,350.75
2962,371.35
2963,376
2964,375.35
2965,373
2966,377
2967,375.9
2968,370.8
2969,386.25
2970,397
2971,399.5
2972,437
2973,418.5
2974,394.5
2975,367.5
2976,376.75
2977,377
2978,409.25
2979,400
2980,387.75
2981,400.2
2982,398.6
2983,386.4
2984,382
2985,388.75
2986,395.5
2987,387.6
2988,389
2989,391.2
2990,374.8
2991,374.5
2992,376
2993,379.75
2994,379.7
2995,373
2996,378
2997,382.8
2998,392.5
2999,392.5
3000,389.75
3001,393
3002,388
3003,389.25
3004,387.5
3005,386.75
3006,390
3007,389
3008,396.8
3009,394.85
3010,390.15
3011,393
3012,393.4
3013,405.35
3014,410.9
3015,417.2
3016,428
3017,435
3018,427.25
3019,434.5
3020,428.9
3021,431.35
3022,442.75
3023,449.75
3024,458.75
3025,459.5
3026,460.6
3027,473.5
3028,494
3029,477.25
3030,474.9
3031,485.9
3032,508.75
3033,515
3034,524
3035,559
3036,632
3037,596
3038,634
3039,615.75
3040,599.25
3041,608.25
3042,610
3043,647.75
3044,682
3045,765
3046,728.25
3047,825.5
3048,843
3049,763
3050,650
3051,712
3052,691.5
3053,629
3054,678
3055,703.5
3056,668
3057,675
3058,672
3059,661.25
3060,696
3061,704
3062,688.5
3063,714.5
3064,703.75
3065,695.5
3066,688
3067,674.5
3068,665.25
3069,661.75
3070,625
3071,646.5
3072,643.5
3073,625
3074,636.75
3075,629
3076,638
3077,640
3078,637
3079,633.25
3080,641.75
3081,634.25
3082,602.25
3083,602
3084,569
3085,582.5
3086,574.3
3087,502.75
3088,480
3089,474
3090,514
3091,561
3092,535
3093,544
3094,548.5
3095,525
3096,486
3097,490
3098,503.25
3099,501.5
3100,498
3101,491.25
3102,518.4
3103,547
3104,539.5
3105,532
3106,532.8
3107,495.5
3108,513.5
3109,511.5
3110,511.75
3111,506.5
3112,494.5
3113,506.75
3114,514.25
3115,552
3116,535.25
3117,513
3118,519.25
3119,507.75
3120,510
3121,517.5
3122,509.25
3123,513.75
3124,510.5
3125,510.5
3126,510
3127,518.5
3128,516.25
3129,516.1
3130,515.1
3131,509.8
3132,511.75
3133,507.5
3134,510.5
3135,514.2
3136,524
3137,521
3138,531.4
3139,563
3140,554.5
3141,568
3142,581.5
3143,598
3144,627.5
3145,606.5
3146,595
3147,588.75
3148,609.25
3149,599
3150,590.75
3151,602.5
3152,598
3153,603.75
3154,596
3155,599.75
3156,617.5
3157,623.25
3158,631.5
3159,662.5
3160,656
3161,672
3162,664.5
3163,668.5
3164,665.75
3165,688.75
3166,678
3167,665
3168,663.5
3169,649
3170,621
3171,624.5
3172,630.25
3173,610
3174,620.75
3175,611.5
3176,632
3177,635.5
3178,652.5
3179,643.25
3180,645.5
3181,636.5
3182,618
3183,622
3184,622.25
3185,635.5
3186,628.5
3187,632.5
3188,631.25
3189,614.5
3190,613.25
3191,615.95
3192,623
3193,626
3194,609.75
3195,620.75
3196,622.75
3197,640.5
3198,639.5
3199,629
3200,632.75
3201,633.75
3202,633.75
3203,626.25
3204,632.25
3205,636.7
3206,637.25
3207,647.5
3208,660
3209,674
3210,686
3211,676.5
3212,693.5
3213,672.5
3214,668
3215,678.25
3216,674
3217,674.5
3218,698.75
3219,720.5
3220,711
3221,705
3222,697
3223,687.25
3224,670
3225,679.25
3226,675.75
3227,670.25
3228,671.5
3229,679.5
3230,674.5
3231,681.75
3232,683.5
3233,683.5
3234,674
3235,676.25
3236,673.5
3237,667.75
3238,664.2
3239,652.75
3240,659.5
3241,649.25
3242,628
3243,633.5
3244,631
3245,643.5
3246,643.5
3247,636
3248,634.3
3249,648
3250,655
3251,633.75
3252,603
3253,617
3254,598.75
3255,614.5
3256,616
3257,615.7
3258,609.25
3259,616.25
3260,628.25
3261,634.5
3262,637.75
3263,635
3264,613.5
3265,625.5
3266,620
3267,621.5
3268,635.5
3269,629.25
3270,627.5
3271,632.7
3272,620.25
3273,615.25
3274,612.5
3275,594.5
3276,573.5
3277,553.5
3278,581
3279,559.75
3280,572
3281,577
3282,573.5
3283,594
3284,596.5
3285,604
3286,602.25
3287,587
3288,589.5
3289,592
3290,599.25
3291,588.75
3292,573.75
3293,579.75
3294,564.25
3295,566
3296,561.5
3297,566.75
3298,562.75
3299,558.75
3300,563.5
3301,576
3302,567
3303,552
3304,530.25
3305,517
3306,524.5
3307,505
3308,507.5
3309,493.25
3310,482
3311,504.25
3312,497
3313,506.5
3314,515
3315,517.75
3316,505
3317,493.5
3318,492.5
3319,487
3320,498.5
3321,502
3322,505.5
3323,514.75
3324,506.5
3325,503.75
3326,505.75
3327,495.25
3328,490.25
3329,474.5
3330,466.25
3331,475.75
3332,457
3333,462
3334,473.25
3335,484.5
3336,475.5
3337,477.5
3338,492
3339,499.25
3340,498.25
3341,510.25
3342,512.75
3343,509.5
3344,535.75
3345,531
3346,533.25
3347,534
3348,547.25
3349,529.5
3350,514.25
3351,516.75
3352,517
3353,523.5
3354,534.25
3355,517
3356,508
3357,512
3358,491
3359,475.5
3360,483
3361,480.25
3362,481.5
3363,481
3364,497
3365,490.5
3366,491.75
3367,488.75
3368,484.25
3369,478.5
3370,481
3371,484.75
3372,476.75
3373,482.75
3374,479.25
3375,481.75
3376,501
3377,487
3378,486.5
3379,480.75
3380,482.5
3381,481.75
3382,483.25
3383,478.25
3384,480
3385,472.75
3386,468.5
3387,467.75
3388,472
3389,478.75
3390,481.25
3391,473.5
3392,474
3393,463.75
3394,460.25
3395,460
3396,463
3397,463.25
3398,464.25
3399,467
3400,472.25
3401,466.75
3402,463.25
3403,460.25
3404,457.75
3405,462
3406,465
3407,462.25
3408,454.5
3409,443.75
3410,431.5
3411,421.5
3412,421.25
3413,410
3414,413.75
3415,403.5
3416,403.5
3417,400
3418,406
3419,415.25
3420,417.75
3421,403.25
3422,408
3423,417.25
3424,414.5
3425,414.75
3426,408
3427,409.25
3428,410.5
3429,407.5
3430,409.75
3431,403
3432,402.25
3433,405.25
3434,392.5
3435,391.75
3436,392.6
3437,395
3438,399
3439,393.2
3440,396.5
3441,408.5
3442,407.5
3443,411.5
3444,409.5
3445,422.5
3446,433.5
3447,430.5
3448,428.5
3449,428.5
3450,410.5
3451,413
3452,414.75
3453,425.5
3454,422.5
3455,431.5
3456,435.25
3457,440.25
3458,437.25
3459,434.25
3460,436.25
3461,448
3462,447.75
3463,456
3464,455.25
3465,449.75
3466,456
3467,446.75
3468,459.25
3469,460.25
3470,458
3471,450.5
3472,451.75
3473,427.5
3474,432.5
3475,426.5
3476,435.25
3477,433.25
3478,440.75
3479,434.95
3480,445
3481,441.75
3482,452.25
3483,451.6
3484,443.9
3485,445.25
3486,446.85
3487,441.25
3488,440.75
3489,437.2
3490,433.3
3491,434.6
3492,433.5
3493,428
3494,426.8
3495,431.5
3496,422.25
3497,429
3498,431
3499,427.75
3500,431
3501,428.9
3502,427.75
3503,430.1
3504,422.75
3505,412.75
3506,412.25
3507,414
3508,408.25
3509,395.75
3510,400.75
3511,401
3512,401
3513,396
3514,398
3515,406
3516,409.75
3517,411.25
3518,415.5
3519,405
3520,405.25
3521,419
3522,423.5
3523,417.25
3524,417.25
3525,408.25
3526,407
3527,409
3528,419.25
3529,413.25
3530,418
3531,418
3532,415.25
3533,413.75
3534,403.75
3535,402.25
3536,404
3537,396.25
3538,397.25
3539,400
3540,399
3541,400.75
3542,402
3543,396.25
3544,397.75
3545,392
3546,389.25
3547,387
3548,371
3549,377.25
3550,369.75
3551,377.25
3552,371.75
3553,375.25
3554,377.75
3555,373.5
3556,373.5
3557,382.5
3558,381.5
3559,388.25
3560,381.25
3561,376.25
3562,378.75
3563,383.75
3564,384.5
3565,381.5
3566,378
3567,382.6
3568,381.5
3569,379
3570,375.55
3571,376.25
3572,375.5
3573,367.5
3574,368.75
3575,364
3576,360.5
3577,362.75
3578,368
3579,363.25
3580,358.75
3581,363
3582,357.1
3583,347
3584,340
3585,335.5
3586,325.5
3587,332.75
3588,334
3589,322.5
3590,314.25
3591,321
3592,314.5
3593,322.4
3594,316.25
3595,318.5
3596,327
3597,333
3598,328
3599,322.75
3600,319.5
3601,325.75
3602,320.5
3603,325.5
3604,326.6
3605,336
3606,346.25
3607,356.75
3608,352.5
3609,352.5
3610,364.75
3611,362.5
3612,363.75
3613,356.75
3614,345.75
3615,346.6
3616,344.75
3617,346.75
3618,361
3619,350.75
3620,358.5
3621,352
3622,356.75
3623,343.5
3624,341.75
3625,335.25
3626,336.25
3627,329.5
3628,330
3629,333.5
3630,331.75
3631,331.75
3632,337.25
3633,337.5
3634,342.75
3635,341.5
3636,343.25
3637,331.85
3638,326
3639,332
3640,324.75
3641,325.5
3642,319
3643,316.8
3644,322
3645,318.5
3646,322.9
3647,330.9
3648,326.75
3649,329
3650,327
3651,322.25
3652,315
3653,316.65
3654,313.5
3655,307.5
3656,297
3657,301.75
3658,300.75
3659,309.75
3660,304
3661,303.4
3662,310.75
3663,314
3664,311.75
3665,313
3666,315.5
3667,313.1
3668,307.4
3669,310.85
3670,322.35
3671,338.5
3672,339
3673,353.75
3674,347.75
3675,345.75
3676,350
3677,344.25
3678,361.5
3679,358.25
3680,363.75
3681,357
3682,351.5
3683,345.75
3684,340.5
3685,342.5
3686,352.12
3687,355.5
3688,347.6
3689,348.25
3690,346.12
3691,337.75
3692,337.75
3693,332.88
3694,333.25
3695,337.75
3696,337.25
3697,338
3698,352.1
3699,356.25
3700,379
3701,381.75
3702,411.5
3703,394.5
3704,417.5
3705,425.25
3706,409.6
3707,404.25
3708,408.25
3709,454.75
3710,458
3711,488.5
3712,469
3713,477
3714,448.25
3715,440
3716,452
3717,444.75
3718,447.25
3719,445.5
3720,426.25
3721,426.5
3722,441.5
3723,437.25
3724,438.5
3725,414.25
3726,409.65
3727,413.15
3728,394.75
3729,397.75
3730,392.75
3731,387.25
3732,402.5
3733,417.25
3734,438
3735,432.75
3736,442.25
3737,429.5
3738,448
3739,437.25
3740,426.5
3741,439
3742,429.75
3743,432.25
3744,426.25
3745,420.5
3746,416.5
3747,422.25
3748,418.25
3749,422
3750,426.75
3751,431.5
3752,433.5
3753,426
3754,423
3755,411
3756,410
3757,412
3758,408
3759,400
3760,404.5
3761,404
3762,412.6
3763,409.25
3764,417
3765,413.4
3766,404.75
3767,404.5
3768,410.25
3769,413.75
3770,428.5
3771,428.25
3772,440
3773,435.75
3774,440.75
3775,443
3776,458.15
3777,449.25
3778,442.5
3779,439
3780,438.75
3781,449.25
3782,435.25
3783,441.5
3784,440.5
3785,440.75
3786,441.75
3787,448.15
3788,445.5
3789,448.5
3790,456.75
3791,457.25
3792,448
3793,452.75
3794,454.75
3795,458
3796,454
3797,474
3798,490.5
3799,483
3800,491
3801,483.75
3802,494.5
3803,487
3804,497.75
3805,487.5
3806,490.25
3807,475.75
3808,485
3809,488.25
3810,493.5
3811,492.5
3812,503
3813,508.5
3814,498.25
3815,506
3816,501
3817,489
3818,496.5
3819,492.25
3820,494.75
3821,506
3822,500.5
3823,511.5
3824,506.75
3825,506
3826,502.25
3827,503.75
3828,503.25
3829,479.25
3830,473.75
3831,470.75
3832,419.75
3833,414.5
3834,431
3835,431.75
3836,415.5
3837,421.25
3838,422.25
3839,424.25
3840,433
3841,424
3842,431.75
3843,436.5
3844,424
3845,416.75
3846,419.75
3847,414.5
3848,420.75
3849,413
3850,415
3851,411.25
3852,412
3853,412
3854,417.25
3855,414.25
3856,425.75
3857,428.5
3858,426.5
3859,423
3860,427.75
3861,433.25
3862,428.75
3863,436.25
3864,435.75
3865,443
3866,441.5
3867,434
3868,440.5
3869,436.25
3870,442.25
3871,435.25
3872,436.5
3873,427
3874,428.5
3875,431
3876,434.5
3877,435
3878,431.5
3879,435
3880,439.25
3881,443.25
3882,438.25
3883,438
3884,438.5
3885,437.5
3886,442.15
3887,440
3888,439
3889,433
3890,437.25
3891,437.6
3892,441.25
3893,436.85
3894,439
3895,416.25
3896,411.5
3897,413.25
3898,408.75
3899,403.15
3900,402.25
3901,405.75
3902,413.25
3903,412
3904,412.35
3905,407.5
3906,410.75
3907,416.5
3908,411.25
3909,415.25
3910,421.25
3911,418.5
3912,420.75
3913,423.25
3914,413.75
3915,415.25
3916,416.75
3917,416.75
3918,416
3919,413.75
3920,412.25
3921,414.25
3922,422.75
3923,426.15
3924,430.5
3925,426.5
3926,424.4
3927,421.75
3928,423.25
3929,424.25
3930,426
3931,429.25
3932,424.25
3933,423.25
3934,426.25
3935,425.75
3936,426
3937,422.25
3938,413.25
3939,413.75
3940,412.75
3941,413.25
3942,409
3943,410.5
3944,412
3945,408
3946,411.15
3947,411.6
3948,415.3
3949,419.75
3950,420.25
3951,421
3952,419.1
3953,421.25
3954,425.75
3955,423.75
3956,422.5
3957,419.25
3958,418.85
3959,414.5
3960,415.8
3961,418.3
3962,420
3963,418.25
3964,413
3965,414.5
3966,414.5
3967,416.9
3968,406.75
3969,406.15
3970,403.75
3971,405.25
3972,410.25
3973,413
3974,412
3975,410.5
3976,413.25
3977,416.25
3978,413.5
3979,414
3980,409.5
3981,404
3982,393.5
3983,392.75
3984,388.75
3985,397.25
3986,395.7
3987,399.25
3988,400.5
3989,395.75
3990,397.5
3991,400.75
3992,400.5
3993,396.75
3994,393.6
3995,390
3996,393.6
3997,396.25
3998,396.25
3999,395.25
4000,384.5
4001,387.25
4002,383.5
4003,376
4004,381.5
4005,381.75
4006,382.5
4007,377
4008,382.15
4009,380.5
4010,382
4011,381.15
4012,382.6
4013,383.25
4014,383
4015,376.5
4016,376.25
4017,374.75
4018,375.8
4019,375.75
4020,375.75
4021,375.9
4022,381.25
4023,391.25
4024,405.75
4025,398.5
4026,403.5
4027,402.4
4028,398
4029,399.75
4030,402
4031,388.5
4032,390.9
4033,389.75
4034,390
4035,388.6
4036,381
4037,376.65
4038,375.4
4039,378.25
4040,378.9
4041,379.5
4042,379.1
4043,379
4044,381.5
4045,384
4046,376.5
4047,376.5
4048,374.4
4049,364.25
4050,367.5
4051,369
4052,371.25
4053,370
4054,370.25
4055,368.75
4056,368.25
4057,373
4058,372.75
4059,371.25
4060,365.2
4061,366.38
4062,368.4
4063,366.65
4064,369.25
4065,371.9
4066,377.25
4067,382.75
4068,386.25
4069,380.4
4070,379.25
4071,384.95
4072,383.8
4073,380.9
4074,377.5
4075,374.95
4076,382.5
4077,383.1
4078,382
4079,384.5
4080,388.25
4081,392
4082,399.75
4083,396.1
4084,394
4085,400
4086,396.6
4087,395.25
4088,396.8
4089,406.85
4090,403.5
4091,402
4092,396.35
4093,402
4094,397.5
4095,397.5
4096,400
4097,394.15
4098,392.8
4099,392.15
4100,393.7
4101,392
4102,391.6
4103,388
4104,388.5
4105,389.1
4106,385.75
4107,390.35
4108,388.5
4109,387.25
4110,381.15
4111,380.5
4112,381.6
4113,378.75
4114,381.5
4115,381.9
4116,382.8
4117,382.1
4118,380.2
4119,380
4120,380.3
4121,380.85
4122,385
4123,384.6
4124,382.25
4125,381.6
4126,377.5
4127,376.2
4128,376.4
4129,377.35
4130,378.3
4131,378.3
4132,371.5
4133,372.65
4134,370.1
4135,373
4136,371.2
4137,373.35
4138,374.8
4139,376.65
4140,375
4141,380.35
4142,379.15
4143,378.5
4144,375.3
4145,380.5
4146,385.5
4147,384.75
4148,383.45
4149,389.4
4150,394.5
4151,394
4152,393.4
4153,392
4154,387.1
4155,383.6
4156,375.25
4157,374.5
4158,376
4159,373.9
4160,369.4
4161,370.2
4162,371.85
4163,370
4164,373
4165,370.45
4166,369
4167,370.3
4168,371.5
4169,375.25
4170,370.45
4171,369.75
4172,370.55
4173,366
4174,358
4175,332.5
4176,346
4177,335.75
4178,339.5
4179,341.6
4180,352.25
4181,347.5
4182,346.25
4183,352.35
4184,346.5
4185,335.25
4186,337.75
4187,337.5
4188,345
4189,336.15
4190,339.15
4191,341.6
4192,337.35
4193,343.15
4194,347.5
4195,352.4
4196,346.25
4197,343.9
4198,344.25
4199,350.5
4200,343
4201,348.8
4202,353.9
4203,350.65
4204,351.25
4205,349.7
4206,345.4
4207,345.4
4208,351.75
4209,350.35
4210,348.15
4211,348.8
4212,348.75
4213,347.7
4214,346.2
4215,341.75
4216,338.5
4217,340.3
4218,339.5
4219,337.2
4220,338.65
4221,339.5
4222,337.5
4223,339.4
4224,338
4225,336.5
4226,339.9
4227,340
4228,339.75
4229,347.25
4230,345.1
4231,345.75
4232,344
4233,344.15
4234,344.75
4235,344.85
4236,347.6
4237,346
4238,346.55
4239,342.75
4240,341.25
4241,337.75
4242,338.1
4243,337.9
4244,338.25
4245,339.75
4246,340
4247,338.25
4248,339.6
4249,338
4250,339.4
4251,340.25
4252,339.9
4253,338.15
4254,335.8
4255,335.65
4256,334.5
4257,333.85
4258,339
4259,342.3
4260,345.95
4261,345.8
4262,348.1
4263,345.85
4264,345.8
4265,350
4266,346
4267,345.35
4268,345.05
4269,343
4270,342.65
4271,342.75
4272,342.55
4273,342
4274,339.5
4275,333.35
4276,329.1
4277,331.75
4278,328.6
4279,327.7
4280,330.9
4281,330.55
4282,330.7
4283,330
4284,326.25
4285,326.65
4286,327.6
4287,326.4
4288,321.75
4289,316.85
4290,308.25
4291,308.75
4292,303.25
4293,308.85
4294,310.25
4295,309.5
4296,309
4297,306.25
4298,299.5
4299,303.45
4300,296.75
4301,304.4
4302,298.35
4303,304
4304,304
4305,301.25
4306,302.5
4307,302.45
4308,305.8
4309,306.9
4310,307
4311,306.85
4312,302.15
4313,301.9
4314,299.25
4315,298.6
4316,303.5
4317,303
4318,304.9
4319,304.8
4320,301.25
4321,301.75
4322,303.45
4323,302.5
4324,300.6
4325,300
4326,303.45
4327,302.8
4328,303.4
4329,304.9
4330,314.95
4331,302.9
4332,302.85
4333,302
4334,298.8
4335,290
4336,285
4337,290.75
4338,290.5
4339,288.1
4340,288.3
4341,288.85
4342,286.7
4343,289.3
4344,289
4345,290.25
4346,288.75
4347,290.1
